count,from,to,timeframe,start,end
192,rohmansz,s_nandajkt48,71,1/14/2021 7:59,1/19/2021 23:07
193,rohmansz,a_zeejkt48,71,1/14/2021 7:59,1/19/2021 23:07
194,hermansanu,desygenoveva_,72,1/14/2021 8:13,1/19/2021 23:07
195,hermansanu,celine_jkt48,72,1/14/2021 8:13,1/19/2021 23:07
196,hermansanu,gadiiing,72,1/14/2021 8:13,1/19/2021 23:07
197,hermansanu,olla_ramlan,72,1/14/2021 8:13,1/19/2021 23:07
198,sulaimandarto,c_nunujkt48,73,1/14/2021 8:29,1/19/2021 23:07
199,sulaimandarto,c_jesslynjkt48,73,1/14/2021 8:29,1/19/2021 23:07
200,sulaimandarto,d_shintajkt48,73,1/14/2021 8:29,1/19/2021 23:07
201,radioelshinta,polhukamri,74,1/14/2021 8:30,1/19/2021 23:07
202,ppnpekalongan,djpt_kkp,75,1/14/2021 8:31,1/19/2021 23:07
203,ppnpekalongan,pekalongankota,75,1/14/2021 8:31,1/19/2021 23:07
204,ppnpekalongan,ppnpekalongan,75,1/14/2021 8:31,1/19/2021 23:07
205,ppnpekalongan,koermao,75,1/14/2021 8:31,1/19/2021 23:07
206,ppnpekalongan,pemkotpkl,75,1/14/2021 8:31,1/19/2021 23:07
207,djunita16,a_christyjkt48,76,1/14/2021 8:33,1/19/2021 23:07
208,djunita16,l_marshajkt48,76,1/14/2021 8:33,1/19/2021 23:07
209,djunita16,f_fenijkt48,76,1/14/2021 8:33,1/19/2021 23:07
210,worldofmkl,katadatacoid,77,1/14/2021 9:34,1/19/2021 23:07
211,herusutadi,telko_id,78,1/14/2021 10:15,1/19/2021 23:07
212,ary_moto,dew0w1snu,79,1/14/2021 11:19,1/19/2021 23:07
213,ary_moto,sadgirls76,79,1/14/2021 11:19,1/19/2021 23:07
214,ary_moto,yukiiama,79,1/14/2021 11:19,1/19/2021 23:07
215,ary_moto,jokowi,79,1/14/2021 11:19,1/19/2021 23:07
216,ary_moto,tej0kusum0jati,79,1/14/2021 11:19,1/19/2021 23:07
217,ttriyanto,kontannews,80,1/14/2021 12:34,1/19/2021 23:07
218,hariskunaifi,choirilakbar6,81,1/14/2021 17:35,1/19/2021 23:07
219,hariskunaifi,dpmdjatim,81,1/14/2021 17:35,1/19/2021 23:07
220,hariskunaifi,p3mdbanyuwangi,81,1/14/2021 17:35,1/19/2021 23:07
221,hariskunaifi,dpmdandesa_bwi,81,1/14/2021 17:35,1/19/2021 23:07
